"reviews","sentiment"
"Το αγόρασα πριν από 3μηνες περίπου σε έκδοση 128g ROM 4g RAM δυστυχώς το κινητό είναι πολύ αργό δεν μπορώ να κάνω βιντεοκλήσεις με τίποτα. Κρίμα γιατί μου άρεσε σαν κινητό. Το μόνη καλό έχει αρκετά καλή μπαταρία αλλά τι να το κάνεις.","0"
"Το κινητό είναι αρκετά καλό για τα χρήματα του, του βάζω όμως ένα αστέρι διότι σε ένα μήνα (ίσως και λιγότερο, αγορά 21-01-21)  εμφάνισε πρόβλημα η οθόνη του, άρχισε να τρεμοπαίζει και να αναβοσβήνει.  θα επανέλθω μετά την λύση του προβλήματος με νέα αξιολόγηση.","0"
"Άθλια υλικά μου έσπασε μέσα σε 2 μήνες . Νομίζεις πως κρατάς πλαστικό ψεύτικο τηλέφωνο . Απλά κακό κινητο","0"
"Το Α21s πραγματικά είναι είναι ένα μέτριο προς κακό τηλέφωνο χωρίς να δικαιολογεί σε καμία περίπτωση τα λεφτά που ζητάει η samsung.Γενικα η samsung τα τελευταία δύο χρόνια βγάζει πραγματικά τις χειρότερες συσκευές σε κάθε κατηγορία με εξαίρεση βεβαίως τα flagship . Οθόνη απλά τραγική με ανάλυση 720 εν έτη 2021.....μνημη 3 giga ram?????Σε ένα χρόνο το πολύ θα σέρνεται.Οχι ότι τώρα δεν σέρνεται....Μπαταρία ???Πίκρα..... Φωτογραφική χωρίς night mode??? Δράμα.Το τηλέφωνο κατά την γνώμη μου κάνει μόνο για πολύ ηλικιωμένους ή για πρώτο τηλέφωνο παιδιού. Αλλιώς πρέπει να είναι πολύ θύμα του μάρκετινγκ κάποιος για να το πάρει.Υπαρχουν εκεί έξω τηλέφωνα με ίδια τιμή και διπλασιες ή τριπλάσιες δυνατότητες και επίδοσεις.Δυστηχως ο καταναλωτής πληρώνει μόνο τη φίρμα και ουσία 0.","0"
"Το χειρότερο κινητό που είχα ποτέ στην ζωή μου! Το μενού του είναι γελοίο, θυμίζει κινητό πριν 40 χρόνια. Το έχω 1 εβδομάδα και προσπάθησα να το σπάσω! Καθόλου πρακτικό!","0"
"Μετά απο 20 μέρες χρήσης δεν ξανά άνοιξε. Το πλαίσιο που είναι από τα πιο ακριβά καταστήματα (αλλά δυστυχώς εκεί ειχα δωροεπιταγή) κάνει ακριβώς αυτό που θα έκανε και το πιο φθηνό κατάστημα το στέλνει στην αντιπροσωπία και όσο κρατήσει αυτό δεν εχεις συσκευή ή πρέπει να πάρεις άλλη οπότε δεν αξίζει να δώσετε τα χρήματα σας σε αυτό ακόμη καλύτερο να πας εσύ το κινητό στην αντιπροσωπία για πιο γρήγορα.","0"
"Ειλικρινά ο,τι χειρότερο αυτό το κινητό! Δε το συστήνω με τίποτα. Αρχικά, έχοντας το λίγες ώρες πιστευα είναι τοπ κινητό αλλά μετά, όπως και μέχρι τώρα (το έχω 4 μήνες) κολλάει πολύ. Κάμερα επίσης δεν έχει καλή. Πεταμένα λεφτά!","0"
"Πολύ αργό στα χρηματα του περνεις πολύ καλύτερο την πάτησα....δεν το συνιστώ","0"
"Δεν μου άρεσε .Έχει κίτρινη απόχρωση η οθόνη και οχι καλό φωτισμο .Θεωρώ τη σειρά Α που την πέρνω χρόνια καλύτερη  
.Πήρα το 9C , δεν μου άρεσε και το άλλαξα με το 9Α που με ικανοποίησε .","0"
"αν το θες μονο για τηλέφωνα παρτω αλλιως παρε κατι αλλο","0"
"Βάζω δύο αστέρια επειδή είναι αντοχής και έχει Καλή μπαταρια. Το κινητό που το κάνα δώρο στον πατέρα μου, όταν σε καλούν κάνει διακοπές και σβήνει ανέβει.  Μας βγήκε προβληματικό. Πρέπει να πάρουμε άλλο!","0"
"Η συσκευή αργεί να φορτώσει σελίδες στο ίντερνετ και κολλάει συνέχεια","0"
"Το ειχα το κινητο για 3 μηνες αλλα στην φορτιση καηκε η πλακετα","0"
"το κινητο σαν συσκευη ειναι ιδιο με το παλαιοτερο king kong η μονη διαφορα που εχει ειναι το λειτουργικο του συστημα android 10 το οποιο ειναι δυσχρηστο, με πολυ λιγοτερες εφαρμογες απο το προηγουμενο σε σημειο που δεν μπορεις να βαλεις ουτε ρολοι στην επιφανεια εργασιας εαν δεν αγορασεις αντιστοιχη εφαρμογη.  επισης δεν εχει την προγραμματισμενη ενεργοποιηση/απενεργοποιηση που ειχε με το android 7 και ηταν πολυ χρησιμη. γενικα για να το ρυθμισεις πρεπει να εχεις τουλαχιστον μεταπτυχιακο. με μια λεξη μακρια. δυστυχως πεταξα 90 ευρω γιατι πρεπει να παρω αλλο τηλεφωνο.","0"
"Μετα απο 11 μηνες χρησης η μπαταρια απλα σταματησε να φορτιζει αφου ειχε αρχισει νωριτερα να φορτιζει οποτε την βολευε","0"
"Είχα το κινητό περίπου 4 μήνες και δε μπορώ να πω πως έμεινα ικανοποιημένος...αρκετά κολλήματα, το γυαλί της οθόνης δεν είναι καλής ποιότητας και αφήνει μια τραχιά αίσθηση και μερικές φορές αλλού πατάς και αλλού σε πάει κατά τα άλλα μέτρια πράγματα...το αποκορύφωμα ήταν ότι έπεσαν πάνω του μερικές σταγόνες νερό και από τότε χάλασε το ηχείο και η οθόνη γέμισε πίξελ οπότε αντοχή 0","0"
"Το αγόρασα το Νοέμβριο. Μετά από κάποια λεπτά συνομιλίας ακούς μόνο παράσιτα. Έχει πρόβλημα και στη φόρτιση. Δεν αξίζει.","0"
"Όποιος θέλει ένα κινητο να είναι φθηνό και γρήγορο,το βρήκε.Αν έχει απαιτήσεις,(φωτό, μουσική κλπ.) δεν είναι κατάλληλη επιλογή. Το πιο αδύναμο σημείο του η μπαταρία.Εκτος του ότι φορτιζει πολύ αργά,με μια μέτρια χρήση δυσκολεύεται να βγάλει τη μέρα..","0"
"Αν θες ένα κινητό για απλή χρήση τότε παρτο, αν θες κινητό για να παίζεις παιχνίδια σε καλή ανάλυση και χωρίς κολλήματα να μην πας σε αυτήν την συγκεκριμένη μάρκα.","0"
"Γενικά χρησιμοποιώ κινητό για μόνο για κλήσεις, φωτογραφίες και λίγο για διαδίκτυο, χωρίς να έχω ιδιαίτερες απαιτήσεις. Αγόρασα το Alcatel 1s 64GB τον Οκτώβριο του2019 σκεπτόμενος ότι είναι ευκαιρία στην τιμή των 119€. Εκανα λάθος. Μέσα σε μέρες από την αγορά του, το κινητό άρχισε να κολλάει συνεχώς κατά την απάντηση και το κυριότερο: δεν ακούγεται ο συνομιλητής. Το επέστρεψα σε μεγάλη αλυσίδα όπου αγοράστηκε για service και μου το γύρισαν χωρίς να βρουν καμια δυσλειτουργία. Εκτέθηκα πολλές φορές σε συγγενείς,σε συναδέλφους και προϊσταμένους που νόμιζαν ότι τους το κλείνω η με άκουγαν κι εγώ όχι. Δεν είμαι ειδικός στα κινητά άλλα θεωρώ ότι το κινητό είναι απάτη. Προσοχή πριν το επιλέξετε. Συμπεράσμα: Τελικά ότι πληρώνεις παίρνεις..","0"
"Το κινητό είναι μέτριο...
Τα θετικά είναι ότι 
1)έχει 4 gb ram
2) Καλό ηχειο, αν και από το 70% και πάνω της στάθμης αρχίζει και βγάζει θόρυβο.
3) Έχει καλά στοιχεία που σε άλλα κινητά θα τα βρεις από 200 ευρο και άνω.
Τα αρνητικά είναι ότι
1) το ακουστικό θα μπορούσε να ήταν ΠΟΛΥ καλύτερο, καθώς πρεπει να το ρυθμίσεις στην μέγιστη ένταση για να ακούσεις ξεκάθαρα..
2) Η οθόνη που αλλού πατάς και αλλού σε πάει, κάποιες φορές πατάς και δεν αποκρινεται..
Είναι εκνευριστικα σπαστικο!!! 
εξού και τα 2 αστερια, θα έβαζα 1 αλλά τουλάχιστον παιρνει τηλέφωνο και μπαίνει internet...
αν δεν υπήρχε αυτό το θέμα το κινητό θα έπαιρνε 4 αστερια...","0"
"Το έχω 3 χρόνια. Η μνήμη του των 16Gb είναι πολύ μικρή, γεμίζει πολύ εύκολα, ειδικά με τις ενημερώσεις που κατεβάζει για τις προεγκατεστημένες εφαρμογές, τις οποίες δεν μπορεί κανείς να απεγκαταστήσει. Οι εφαρμογές αποθηκεύονται εντωμεταξύ μόνο στο τηλέφωνο και όχι στην κάρτα. Με την κάρτα μνήμης αντιμετώπισα επίσης πρόβλημα, αφού χάθηκαν φωτογραφίες ξανά και ξανά, δοκίμασα και με άλλη κάρτα. Πλέον, κολλάει παρά πολύ και μετά τον πρώτο χρόνο εμφανίζει μονίμως ότι ""Ο αποθηκευτικός χώρος εξαντλείται"". Η εσωτερική κάμερα είναι πολύ χαμηλής ποιότητας. Η μπαταρία δεν κρατάει ιδιαίτερα, από το πρωί ως αργά το απόγευμα με μέτρια χρήση. Κάποιες φορές κλείνει ενώ είναι στο 10%. Τα θετικά του είναι η χαμηλή τιμή του, ο δυνατός φακός του, η αντοχή του στις πτώσεις, με θήκη βέβαια, και το μικρό-βολικό μέγεθος.","0"
"Μετά από ένα χρόνο άρχισε να κολάει υπερβολικά με αποτέλεσμα να μην μπορώ καν να ανοίξω Instagram... Το έστειλα για service αλλά παλι με από ένα μήνα έκανε τα ίδια και χειρότερα. Μετά μου έσβηνε μόνο του και από τότε δεν ξανά άνοιξε.Δεν το συνιστώ καθόλου","0"
"Δεν το συνιστω . Είχα το συγκεκριμένο κινητό η οθόνη έσπασε κατευθείαν μετά τους 10 μηνες κολλαγε και η μισή οθόνη δεν πάταγε καθόλου.Για οποίον θέλει κινητό για μισο χρονο καλό είναι.","0"
"Το τηλέφωνό όταν το πήρα για πρώτη φορά δεν κολλούσε καθόλου όπως άλλωστε και κάθε καινούριο κινητο. Μετά από λίγους μήνες μου έβγαζε μυνήματα πως η μνήμη του είναι φουλ το οποίο με έκανε να αγοράσω μια επιπλέον κάρτα μνήμης. Κατά την δική μου άποψη το τηλέφωνο δεν είναι και το καλύτερο και δεν θα το συστινα σε κανέναν αν κάνει χρήση καθημερινή και συνεχή","0"
"Μακρια απο την συγκεκριμενη ""κινεζια"" και γενικα απο την μαρκα αυτη...Κολλαει συνεχως , κατα την διαρκεια της κλησης η οθονη ανοιγει μονη της και γινεται ο χαμος. Απο αυτονομια μπαταριας ειναι στο χειροτερο δυνατο επιπεδο. Προτιμηστε καποιο αλλο στην τιμη του .","0"
"κολαει  άσχημα και δεν δουλεύει σωστά δεν δεν μπορείς να παίξεις ασπουμε το hill climb και κολαει στα βίντεο   ασταματητα","0"
"Την πρώτη εβδομάδα ήταν καλό αλλά μετά αρχισαν τα προβλήματα.. 
Απαίσια μπαταρία,κολλάει πάρα πολύ,φορτίζει πολύ αργά,οι φωτογραφίες θολές,κακή ανάλυση,αργεί να μπει σε εφμογες κτλ και για κάποιο περίεργο λόγο όταν έχω ανοιχτό το Bluetooth για να συνδέσω ασύρματες συσκευές δεν λειτουργεί το wifi.Δεν ξέρω για εσάς αλλά μην το πάρετε είναι απαίσιο παρτε καλύτερα κάποιο xiaomi με τα ίδια ή και λιγότερα λεφτά","0"
"Το τηλέφωνο το αγόρασα μαζί με το 9Α πριν 5 μήνες περίπου. Και τα δύο δεν αξίζουν τ; το λεφτά τους. Κολλάνε οι εφαρμογές συνέχεια, το κινητό μερικές φορές τραβάει τρελά κολλήματα που αναγκάζεσαι να κάνεις επανεκκίνηση. Καλύτερα να δώσετε κάτι παραπάνω με καλύτερο επεξεργαστή","0"
"ένα πολύ bacic κντ,για απλές λειτουργίες ιδανικό για ανθρώπους μεγαλύτερης ηλικίας χωρίς πολλές απαιτήσεις λόγω και της μεγάλης του οθόνης, αρκετά αργό στο να ανοίξει εφαρμογές,αν θες γρήγορο σερφαρισμα μην το πάρεις,επίσης η κάμερα εκτός από κακή ανάλυση  και αλλοίωση των χαρακτηριστικών τρώει πολλά κολλήματα ξαφνικά μαυρίζει η οθόνη και θέλει κάποια δευτερόλεπτα να επανέλθει,σε γενικές γραμμές κολλάει και αργεί για δύο εβδομάδες απλής χρήσης,στα συν του η μεγάλη μπαταρία και το αρκετά δυνατό του ηχείο,με λίγα λόγια αν θες ένα κντ να βολευτεις για τα απολύτως απαραίτητα (social,you tube,σερφαρισμα) σε χαμηλή τιμη πάρτο αλλιώς με λίγα χρήματα παραπάνω βρίσκεις πολύ καλύτερα.","0"
"Κάτι που δεν το αναφέρει κανείς,το κινητό είναι πολύ βαρύ, μεγάλο σε διαστάσεις και σε πάχος κάτι που το κάνει δύσχρηστο!
Ήμουν πολύ ευχαριστημένος απο τα Xiaomi και το παρήγγειλα χωρίς να το δω από κοντά αλλά αυτό είναι το χειρότερο από όλα!","0"
"Το κινητό είναι.αληθεια για πέταμα ότι ποιο άχρηστο έχω αγοράσει δεν αξίζει ούτε 30€ στα παιχνίδια δεν πάει βήμα,γενικά όταν είναι στον ιντερνετ πάει ποιο αργά και από τον παππού μου με καροτσάκι.Δεν αξίζει μια χίλιες φορές κάποιος να βάλει αλλά 50-60€ και να πάρει άλλο ,έχω σκεφτεί χιλιάδες φορές να το σπάσω και να τους το στείλω πίσω σε ανακατασκευή.Μιλησα με την εταιρεία και μου είπαν πως θα χρειαστεί το ελάχιστο 20 μέρες για να δουν αν έχει κάποιο πρόβλημα και στο κάτω κάτω θα μου πουν πως είναι εντάξει και θα μου το ξανά στείλουν έτσι όπως είναι πίσω . Τέλος πάντων μακριά από αυτό το κινητό όλοι δεν αξίζει για καμιά χρήση","0"
"Το τηλέφωνο δεν αξίζει ούτε τα 120€. Χαλιαα!!! Είχα το redmi 5 και ήμουν πολύ ευχαριστημένη. Έσπασε και είπα να πάρω ίδια εταιρεία αλλά ήρθε η απογοήτευση. Κολλά σε σημείο που θες να το πετάξεις στον τοίχο. Μην το πάρετε!","0"
"Το παρον κινητο είναι αποκλειστικα για ηλικιωμένους, μεγάλη οθονη, μεγαλα γραμματα, δεν κανει για παιχνιδια, μετριες φωτογραφιες, καταπληκτικη η μακρο φωτογραφια παντως, παντως, εχει ραδιοφωνο που παιζει χωρις τα ακουστικα, στην πραγματικοτητα λειτουργει ως ραδιοφωνακι. Καλο για βιντεοκλησεις και κλησεις, οχι για παιχνιδια οχι για πολλες εφαρμογες ταυτοχρονα","0"
"Το έχω περίπου 4 μήνες τώρα..το κινητο έχει απίστευτη μπαταρία (αλλά με υψηλή φωτεινότητα πέφτει γρήγορα) κομπλέ αποθηκευτικός χώρος ΑΘΛΙΟΣ επεξεργαστής.Κολλαει συνεχεια και πρέπει να το κάνω συνεχώς επανεκκίνηση για να ξεκολλήσει.Καλη καμερουλα τίποτα ιδιαίτερο αλλά η ταχύτητα είναι πραγματικά θλιβερή.. καλύτερα να ξοδέψετε λίγα χρήματα παραπάνω για κινητό με διαφορετικό επεξεργαστή","0"
"Η χειρότερη αγορά κινητού που έχω κάνει στη ζωή μου. Κολλαει όταν είμαι στο ίντερνετ και γενικά δεν  έχει καθόλου καλή ταχύτητα","0"
"Λοιπόν αυτό το κινητό ""έκλεισε"" έναν χρόνο τα Χριστούγεννα. Δεν είμαι καθόλου ικανοποιημένη από την ταχύτητα του και την ανάλυση. Οταν είναι εντελώς κλειστό,κάνει να μπει στην αρχική οθόνη 30 δευτερόλεπτα. Κολλάει παρα πολύ,δεν έχει απαραίτητες ρυθμίσεις,με πετάει από εφαρμογές και βγάζει μια μωβ οθόνη και μετά δεν μπορώ να το ανοίξω,λέει ότι έχω 0% μπαταρία και με πετάει από όπου είμαι και μετά φτιάχνει μόνο του. Για τα χρήματα που το αγόρασα,(70€) είναι οκ αλλα το περίμενα διαφορετικό.","0"
"Πριν κάνεις καμιά ενημέρωση θα είναι καλό, αλλά με το καιρό και τα updates που του έχει βγάλει η Xiaomi επειδή είναι πολύ βαριά για αυτό το hardware θα γίνει πολύ πιο αργό

2GB σε κινητό σήμερα είναι πολύ χάλια, άμα είναι να πάρετε κάποιο κινητό να φροντίσετε να έχει 4GB RAM η και πιο πολλά

32GB χώρος, αν και εγώ προσωπικά δεν πολύ κατέβαζα πράγματα, είναι λίγο για τη σημερινή εποχή

Άμα θες να τρέξει κάτι π.χ.Spotify στο background κάθε τόσο το κινητό θα αρχίσει να κολλάει άπειρα","0"
"Το κινητό το έχω 1μιση χρόνο περίπου. Από την αρχή κολλούσε πολύ. Είχε καλές σχετικά κάμερες για τα λεφτά του αν και σε εμένα έσπασε η μπροστινή από πέσιμο. Θα έλεγα πως είναι τέλειο για τα λεφτά του αλλά το μόνο ΠΟΛΎ μεγάλο μείον του είναι η ταχύτητα. Είναι απίστευτα αργώ, κολλάει συνέχεια, και πολλές φορές παθενει Black out, αποφασίζει μόνο του ότι δν θα παίζει βίντεο, ακόμα και αυτά που έχεις τραβιξει με το κινητό σου, και άλλα τέτοια. Θα το συνηστουσα χίλιες φορές αρκεί να φτιαχτεί αυτό το πρόβλημα","0"
"πολύ σοβαρό για μένα να χάνω κλήσεις στη δουλειά μου, με καλούν κ δείχνει κλειστό.. πρέπει να πάρω γρήγορα κάποια κλήση κ δεν παίρνει, κολλάει.. δέκα προσπάθειες για να αναγνωρίσει το δαχτυλικο αποτύπωμα.. βάλτε λίγα χρήματα ακόμα κ πάρτε κάτι άλλο... μόνο δύο μήνες το κράτησα κ το άλλαξα.","0"
"Ποιότητα κλήσεων απαράδεκτη .Σταματάει σχεδόν όλες τις κλήσεις  χωρίς λόγο.","0"
"είναι χάλια κινητό ,κάμερα χάλια,μπαταριά χάλια,επεξεργαστής φρικτός...μπορειτε να παρετε ενα καλυτερο κινητο στην ιδια τιμη το huawei p smart s και το poco m3 αλλα και πολλα αλλα καλυτερα κινητα που αξιζουν τα χρηματα τους","0"
"Γειά σας, δεν θα έπαιρνα αυτό το κινητό στην θέση σας... 1.. Μετά από 1.5 χρόνο η μπαταρία τελειώνει στο 20 λεπτό... 2.η οθόνη είναι πιο εύθραυστη από ένα φύλλο από γυαλί 3. Κολλάει του Θεού, σε επίπεδο που βγαίνω από την μουσική, παίζει ακόμα μουσική και ας κλείσει το κινητό, πρέπει να το κάνω επανεκκίνηση... 4,5,6,7 και πάει λέγοντας... ΜΗΝ ΤΟ ΠΆΡΕΙΣ","0"
"Καλησπερα και απο μενα!!
Μετα απο 1,5 χρονο νομιζω πως πλεον εχω σχηματισει ξεκαθαρη αποψη.
Λοιπον ξεκιναμε, εχω με τα 3gb.
Το κινητο δεν θα το ελεγα vfm,μιας και στην γυναικα μου αγορασα με τα 4gb και εχουν τρελη διαφορά.
Οποτε θα προτεινα εαν κάποιος θελει να επιλεξει αυτο το κινητό να πάρει στα 4gb.
Απο μπαταρια στο δικο μου χαλια ειδικα τον τελευταίο καιρό.
Η θερμοκρασία στα ύψη( το 4αρι δουλευει πολυ πιο ξεκούραστα). 
Ακουστικο πλεον σε χαλια κατασταση. 
Σε αντίθεση με της γυναικας μου με τα 4gb που παει σφαιρα σε ολα. 
Ελπιζω να καλυψα.","0"
"Πηρα 2 κινητά ιδια τα εχουμε εν 6μηνο.Δωστε 10-20€ παραπάνω και παρτε ενα Xiaomi. Μπαταρία δεν διαρκεί ουτε μιση μερα, κλεινει με το που ταρακουνηθει λιγο ή στην τσεπη ή το ακουμπήσεις λιγάκι στο τραπεζι κλεινει. Οθόνη ούτε IPS ,ουτε LCD HD τη λες, θαμπή και τα χρώματα ξεβαφουν στο μαυρο γινονται γκρί. Τα εικονίδια εφαρμογών κάθεσαι και ψάχνεις καθε εφαρμογη που ειναι γιατι εχει δικα του Icons ενω το you tube είναι κοκκινο το βαζει σε πρασινο background.Κατέβασα αλλο launcher.Ηχειο 2/10 φωτογραφια 3/10,μικροφωνο 2/10.Τα λεφτα του θα τα αξιζε αν έκανε ενα 50αρικο αλλα και παλι απο Κίνα φερνω καλυτερο. Τσαμπα λεφτα.","0"
"Δεν φορτιζει γρηγορα δηλαδη το αφηνω ενα βραδυ να φορτισει και αν το αφησεις απο τις 8 το απογευμα μεχρι τις 11 το πρωι θα φορτισει 50% το πολυ κανονικα αν διαβασετε ενα αρθρο λεει φορτιζει σε 3 ωρες δν νομιζω/η μπαταρια του δν κραταει καθολου/σας προτεινω να μην το παρετε και δν αξιζει ουτε καν τα λεφτα του και αν ηξερα πριν το αγορασω για τι προιον μιλαμε δεν θα το αγοραζα ουτε με 1 ευρω/Τα ακουστικα του δν λειτουργουν και αν αγορασεις αλλα δν θα δουλευουν επισης πως και να  το κανεις το κινητο δν δεχεται ακουστικα !/ και ο φορτιστης του βγαζει σπινθηρες ωρες ωρες!!!/ ο μονος λογος που μπορει καποιος να το αγορασει ειναι μονο για το βιβλιο χρησης ! και αυτο ουτε καν που θα το χρειαστειτε /η αναλυση ειναι χαλια/ η η μπροστινη καμερα δν κανει ουτε για 1 megapixel /για να μην μιλησω για την πισω καμερα οποτε θελει δουλευει καποιες φορες ειναι τοσο θολη που δν ξεχωριζεις ουτε τα χρωματα της εικονας /το δαχτυλικο αποτυπωμα ανοιγει σε ολους δηλαδη αν βαλω εγω ή καποιος αλλος θα το ανοιξει και στους δυο μας σε ολον τον κοσμο/ ή ακομα αν βαλετε μοτιβο ή αριθμο πιν οποτε θελει θα το βαλει για να το ξεκλειδωσουμε μπορει και να εισαι μεσα στο κινητο και να μην βαλει τον κωδικο γαια να τον ανοιξεις δηλαδη τα τον βαλεις για να δει οτι οντος ειναι ο ιδιοκτητης του κινητου/ και δν εχει ρυθμιση γραματων κατι που μπορει να ειναι λεπτομεριακο για καποια κινητα! εννοω να μπορεις να βαλεις να σου δειχνουν ολα τα γραμματα και αυτες τις λεξεις που διαβαζεις με την ρυθμιση που εσυ διαλεγεις στο κινητο με γραμματα καλιτεχνικα ή κατι αλλο/το φλας ουτε να το σχολιασω δν δουλευει καθολου οτεκαν ο φακος / το ιντερνετ δν το πιανει δν το εμφανιζει κ=ακομα αν κατσεις να το γραψεις δν δεχετε τον κωδικο/ δν μπορεις να κατεβασεις τπτ σσ λει οτι δν εχει χωρο ενω μολις το αγορασες !! και αν καποιος θελει να μμ απαντησει ας το κρατησει το κινητο πανω απο μια εβδομαδα και μετα ας μμ απαντησει/ ουτε το ραδιοφωνο δουλευει δν πιανει σημα και μεσα στον ραδιοφωνικο σταθμο να εισαι!!!!","0"
