reviews,sentiment
"Θα γράψω με απλά λόγια την κριτική μου ώστε να εξηγήσω και την επιλογή μου και θα προτείνω και κάποιες εφαρμογές που χρησιμοποιώ εγώ στην δουλειά μου ως Πολιτικός Μηχανικός. 

Ας ξεκινήσουμε για το σκοπό αγοράς του. Το iPad αποκτήθηκε για τους εξής λόγους:
- Διαχείρηση Mail,
- Διαχείριση τραπεζικών λογαριασμών μέσω ebanking, 
- Σχολιασμός/Σχεδιασμός εγγράφων,
- Αρχιτεκτονικός σχεδιασμός,
- Υπογραφές σφραγίδες σε αρχεία pdf (πχ επιβεβαίωση παραγγελίας, δηλώσεις κλπ)
- Παρουσιάσεις,
- Πρόσβαση στα αρχεία μας (dwg, pdf, numbers, pages κλπ) όταν είμαστε εκτός γραφείου (εργοτάξια),
- Remote calls που χρειάζομαι την γραφίδα (iPad pencil) ώστε να σχεδιάζουμε/σχολιάζουμε τα σχέδια με share screen με συνεργάτες και πελάτες,
- Λίγο διασκέδαση που είναι απαραίτητη :) (sudoku, nanograms, socials κλπ). Δεν το χρησιμοποιώ για παιχνίδια arcade ή άλλου είδους οπότε δεν έχω άποψη επ αυτού.

Nα πω πως όλα τα παραπάνω το ipad τα εκπληρώνει σε υπερθετικό βαθμό.
Όταν λέω “υπερθετικό” βαθμό εννοώ πως δεν υπήρξε ούτε μία φορά που να είδα κάτι που να μπορούσε να είναι πιο γρήγορο ή αποτελεσματικότερο. Ούτε μία.

Αξίζει να αναφέρω ότι ήμουν μεταξύ του iPad pro και του iPad air. Οι βασικές τους διαφορές είναι οι εξής:
1. Το Pro έχει καλύτερη κάμερα από το Air,
2. Επεξεργαστή γρηγορότερο έχει το pro
3. Το Pro έχει Face id ενώ το Air, Touch id.

Γιατί επέλεξα το Air:
1. Δεν φωτογραφίζω με το ταμπλέτ ούτε εγώ ούτε οι πλειοψηφία των χρηστών, Οπότε η κάμερα δεν με ενδιαφέρει. Άλλωστε η κάμερα του είναι πάρα πολύ καλή οπότε κι αν ακόμα τη χρειαστώ την έχω. Με την εφαρμογή scannable που συνέκρινα το iphoneX και το Air είχα ακριβώς το ίδιο αποτέλεσμα.
2. Για τη χρήση που κάνω εγώ δεν υπάρχει καμία διαφορά και το έχω τεστάρει,
3. Το Touch Id το προτιμούσα αντί του face id. Εξηγώ: Επειδή το ipad το δίνω σε όποιον από τους συνεργάτες μου στην Εταιρεία μας το χρειάζεται, δεν χρειάστηκε να δώσω τον pass code που έχω ίδιο και στο iPhone μου. Οπότε έκαναν ένα δακτυλικό αποτύπωμα δικό τους και έτσι το δουλεύουν και αυτοί. Νομίζω ότι στο Face iD μπορείς να βάλεις μέχρι δύο ενώ στο touch έχω ήδη τέσσερα. 
4. Ήταν οικονομικότερο του Air και τελικά δεν έκανα λάθος. Με τη διαφορά των χρημάτων αγοράζεις και το apple pencil.

Tips
- Apple pencil. Το θέλετε ακόμα και αν δεν είσαστε σχεδιαστές
- Θήκη απαραίτητη
- 1password Νο1 εφαρμογή για όλα τα Apple προϊόντα
- Trace app (morpholio) εξαιρετική για Αρχιτέκτονες / Μηχανικούς
- Sketches app φανταστική εφαρμογή για ζωγραφική 
- Sketchbook από την Autodesk

Ελπίζω να βοήθησα στην επιλογή του ιδανικού value for money tablet σας. Καλή χρονιά!
Γ",1
Είναι απολαυστικό. Είναι η πρώτη μου εμπειρία σε προϊόν Apple και είμαι εντυπωσιασμένος. Δεν το λες φτηνό αλλά δεν μετανιώνω καθόλου για τα χρήματα που έδωσα. Είναι τραίνο!,1
"Σαν να παίρνεις το iPad Pro χωρίς 3-4 χαρακτηριστικά, τα οποία δεν χρειάζεσαι κιόλας, αλλά σε αρκετά καλύτερη τιμή. 
Ακόμη και μακροπροθεσμα θα παίρνει ενημερώσεις λογισμικού για τα επόμενα 5-7 χρόνια άρα για κάποιον που θέλει να το κρατήσει καιρό είναι εξαιρετική επιλογή, σε σχέση με τα οικονομικά iPad.
Επιπλέον ο Α14 είναι όντως πανίσχυρος και θα μπορεί να κάνει οτιδήποτε ακόμα και στο μέλλον που θα έχουν κυκλοφορήσει ακόμη πιο ισχυροί επεξεργαστές. Το αγαπώ και το προτείνω σε όλους!",1
Βάζω 4 αστέρια γιατί είναι ακριβό. Νταξει είναι apple αλλά τα χρήματα είναι πολλά. Παρόλα αυτά το ταμπλέτ είναι πολύ καλό και γρήγορο. Πάρτε το μην το σκέφτεστε καν.,1
"Πρώτη φορά που αγόρασα συσκευή της apple. Αυτά που έχω να πω είναι:
1) Πολύ ακριβή αγορά και γενικά, χρηματικά είναι πολύ  υπερεκτιμημένες οι συσκευές τις apple.
2)  Το λειτουργικό τους είναι απίστευτο και πολύ smooth .
3)  Η μπαταρία δυστυχώς σε απογοητεύει. Με μέτρια προς σκληρή χρήση (δουλειά - chill  time ),  βγάζει οριακά μια μέρα.
4) ο επεξεργαστεις  A14 είναι ενας από τους πιο γρήγορους. αυτό θα κάνει την συσκευή με προσεκτική χρήση να σε βγάλει για 5-6 χρόνια περίπου.
5) Έχοντας το Poco F2 PRO με (SD866)   μπορώ να πως σε ταχύτητα είναι σχεδόν  πολύ κοντά ,αν εξαίρεση βέβαια ότι οι android  συσκευές τρέχουν διπλάσιες εφαρμογές  στο  background σε σύγκριση με IOS.
6)  Η ποιότητα κατασκευής είναι πολύ άριστη και καταλαβαίνεις ότι κρατάς στα χέρια σου κάτι πολυτελές. Είναι άνετο στο χέρι και δεν κουράζει πολύ.
Δεν θα μιλήσω για κάμερες γιατί πολύ απλά είναι tablet και δεν έχουν πολύ σημασία. Βέβαια για ταμπλετ που είναι oi. κάμερες του ( 7 & 8)mp είναι αξιόλογες .
 Τελικό συμπέρασμα είναι ότι το iPad Air είναι ένα από τα καλύτερα tablet στην αγορά για αυτήν  την στιγμή και πιστεύω ότι θα είναι για κανένα 3 χρόνια περίπου.
Με αυτά και με εκείνα έχω ψηθεί να πάω και σε iPhone   Θα περιμένω βέβαια λίγο μέχρι η Apple να κάνει αξιόλογες αλλαγές και να  αφαίρεση επιτέλους αυτό το notch .",1
Παλιοσ χρηστησ του apple mini 2 . Σαφωσ η αλλαγη ειναι τεραστια η υποστιρηξη του apple pencil δευτερησ γενιασ ειναι η μεγαλυτερη καθωσ η ανταποκριση και η ακριβεια ειναι καλυτερη απο αυτο τησ πρωτησ.Εαν ειστε χρηστησ ο οποισ ενδιαφερεται για σημειωσεισ και τη οργανωση ειναι η καταλληλη επιλογη .Για gaming μπορει να χειαστειτε κατι παραπανο διοτι τα γραφικα δεν ειναι τοσο καλα οσο του pro.Για σαρωση εγγραφων μπορω να πω πωσ κανει αρκετα καλη δουλεια αλλα οχι τελεια.Τελοσ  εαν θελετε μια συσκευη για να κανετε την δουλεια σασ εξ αποστασεωσ ή για ηλεκτρονικα μαθηματα ειμαι σιγουροσ πωσ αυτη η συσκευη θα σασ αφησει ασπροπροσωπουσ,1
"Αναβάθμιση από iPad mini 2. Καμία σχέση προφανώς το ενα με το άλλο. Επιλέχθηκε σαν πακέτο μαζί με το Apple Pencil για χαλαρό sketching και drawing στο ibis και procreate.
Αυτά που μου άρεσαν: Γρήγορο, ελαφρύ, everything u need in a tablet, touch id βολικοτατο
Θεωρώ οτι ειναι το ipad που ικανοποιεί τη μεγαλυτερη μεριδα ανθρώπων που έχουν απαιτήσεις αλλά δε θελουν τα περιττά του pro γτ ποτέ δε θα τα αξιοποιησουν στο επακρο αρα θα εχουν πετάξει λεφτά.
Αγοράστηκε σε χρώμα sky blue (λόγω έλλειψης άλλων χρωμάτων, που όπως εχει αναφερθει και από άλλο χρήστη ειναι αρκετά ενδιαφέρον",1
"Mετά από ένα μήνα ενδελεχούς σκέψης και αφού κατάφερα να πουλήσω το iPad Pro 12.9 2018 256 4G Space Grey που είχα, ήμουν από τους τυχερούς που απέκτησαν το νέο iPad Pro 12.9 256 5G 5th generation από την πρώτη μέρα της άτυπης κυκλοφορίας του στην Ελλάδα. Οι διαφορές από το (πολύ καλό) μοντέλο του 2018 είναι εμφανείς. Ο πρώτος λόγος της αναβάθμισης, είναι η μαγεία της mini-LED οθόνης η οποία διακρίνεται ακόμα και στις καθημερινές, απλές δραστηριότητες (σαφάρι, σημειώσεις, ζωγραφική, φωτογραφίες) χωρίς να χρειάζεται να τη δεις σε περιεχόμενο ΗDR. Το επίπεδο του μαύρου είναι πλέον σε ανώτερο επίπεδο και τα χρώματα είναι πιο ζωντανά σε όλες τις εφαρμογές. Η συσκευή έχει ένα πιο απαλό smooth ενώ σε κάποιες περιπτώσεις διακρίνεται η πρόσθετη δύναμη της, ανοίγοντας τις εφαρμογές πιο ομαλά.  Προσωπικά σε μένα δεν έχει εμφανίσει φαινόμενα blooming. 
Ο δεύτερος λόγος που με ώθησε να αναβαθμίσω ήταν ο επεξεργαστής Μ1. Για κάποιον που το iPad Pro είναι η κύρια συσκευή χρήσης, είναι αρκετά δελεαστική η αίσθηση να έχεις επεξεργαστή κλάσεως υπολογιστή, με 8 πυρήνες απόδοσης, 8 πυρήνες γραφικών και μνήμη RAM 8GB, όση και τα βασικά MAcBook Pro 13 και MAcBook Air! 
Ο τρίτος λόγος, αλλά εξίσου σημαντικός ήταν το γεγονός πως η σχεδίαση δεν άλλαξε, κάτι που επιτρέπει να χρησιμοποιώ το Magic Keyboard που έχω από πέρυσι, καθώς και την εξαιρετική μαγνητική θήκη ESR (υπάρχουν αξιολογήσεις μου στα προϊόντα αυτά στο Skroutz). Να σημειωθεί πως παρά του ότι χρησιμοποιώ τον Spigen iPad Pro 12.9 screen protector στην οθόνη, το Magic Keyboard κλείνει καλά, καταβάλλοντας ελάχιστη προσπάθεια. Ωστόσο δεν κλείνει με την Pitaka θήκη, η οποία μπορεί να προσαρμοστεί κατά το δυνατό και να καταστεί λειτουργική με το Magic Keyboard ανοιχτό. 
Για τους λόγους αυτούς, επέλεξα την αναβάθμιση από το iPad Pro 12.9 2018, προκειμένου να έχω μία λειτουργική συσκευή που έχει αναχθεί πλέον σε υπολογιστή και θα με εξυπηρετήσει σε όλες μου τις δραστηριότητες για πάνω από 5 χρόνια. 
Τα 4 αστέρια είναι για την υψηλή τιμή του. 
Ωστόσο για εμένα προσωπικά, παραμένει η κορυφαία και πιο χρηστική υβριδική συσκευή παγκοσμίως, αφού συνδυάζει τα χαρακτηριστικά τάμπλετ, υπεφορητού υπολογιστή σε συνδυασμό με το magic keyboard και καμβά για σημειώσεις/σχεδίαση. Ξεκινά δηλαδή από ένα φορητό τάμπλετ, ανάγεται σε χρηστικό netbook και καθίσταται ένας φορητός 13αρης υπολογιστής. 
Στο οικοσύστημα της Apple, είναι η κύρια συσκευή μου. Προσωπικά είμαι πελάτης της Apple από τo iPad. 
Η λειτουργία center stage καθώς και η απόδοση της εμπρόσθιας κάμερας, είναι από τα εντυπωσιακά του χαρακτηριστικά. Ωστόσο, ακόμα και τα μοντέλα του 2018 και του 2020, είναι απόλυτα επιτεύγματα τεχνολογίας και ειδικά τώρα που είναι σε καλές τιμές, αποτελούν ευκαιρία.
Ολοκληρώνοντας, το συστήνω ανεπιφύλακτα εφόσον το προορίζετε για υβριδική χρήση, όπως εγώ. Αν έχετε το μοντέλο του 2018 και έχετε τη δυνατότητα να διαθέσετε τη διαφορά, αξίζει τον κόπο - αν και θα δυσκολευτείτε να το πουλήσετε στη σωστή τιμή αναλογικά με την τρέχουσα αξία του, δεδομένου πως η ελληνική αγορά δεν έχει αφομοιώσει ακόμα την κουλτούρα των συσκευών αυτών. Αν έχετε το 2020, οι λόγοι αναβάθμισης είναι λιγότεροι. 
Αν και το WWDC event της Apple δεν μας αποκάλυψε τις ποθούμενης αναβαθμίσεις σε εφαρμογές και χρηστικότητα, ωστόσο με τις software δυνατότητες του νέου iPadOS, μπορεί κανείς να απολαμβάνει το iPad Pro 12.9 5th gen, στα μικρά καθημερινά πράγματα που επιτελεί στον υπέρτατο βαθμό!",1
"Εξαιρετικό τάμπλετ, κορυφαίο στον τομέα του.
Προτίμησα το μοντέλο των 256gb, πραγματικά δεν κολλάει πουθενά όσες εφαρμογές κι αν δουλεύω ταυτόχρονα. Είναι ταχύτατο και προσωπικά το βρίσκω εύκολο στη χρήση. Για την καθημερινή χρήση που το χρειάζομαι εκτός των άλλων και λόγω επιχείρησης (πληρωμές, αγορές, επικοινωνία) με βολεύει πολύ. Είχα ταμπλέτ άλλης εταιρείας και τώρα  το συγκεκριμένο μου έλυσε τα χέρια. 
Η οθόνη του όμορφη, δεν κουράζει τα μάτια και καταλαβαίνεις την ποιότητα της στην αφή με το δάχτυλο σου. Με εξέπληξαν τα ηχεία του, δεν περίμενα τόσο δυνατό ήχο.
Μπορώ να πω ότι με ενθουσίασε το νέο Touch ID που είναι ενσωματωμένο στο κουμπί λειτουργίας, είναι πολύ βολικό και πρωτότυπο! 
Η μπαταρία κρατάει όλη την ημέρα με δυνατή χρήση, σαφώς όμως θα μπορούσε η Apple να πετύχει κάτι καλύτερο σ αυτό το θέμα.
Κομψή σχεδίαση, σου δίνει την αίσθηση ότι κρατάς στα χέρια σου μια ποιοτική συσκευή, το χρώμα  sky blue τα σπάει! Αγόρασα και τη θήκη του για επιπλέον ασφάλεια.
Σε γενικές γραμμές είμαι πολύ ευχαριστημένος και απολαμβάνω τη χρήση, αξίζει η αγορά του, ανάλογα τον λόγο που το θέλετε μπορείτε να αγοράσετε το μοντέλο των 64gb για πιο οικονομική επιλογή.
Πιστεύω ότι έχει σοβαρές προϋποθέσεις να αντέξει στο χρόνο.
Ελπίζω να βοήθησα, καλά Χριστούγεννα σε όλους!!!",1
"Ειναι φοβερό! Το χρησιμοποιώ σαν υπολογιστή, τάμπλετ και πλακέτα γραφής.
Αν το πάρετε πρεπει να πάρετε και το Apple Pencil 2 (με το οποίο μπορείτε να γράφετε με το χέρι και να μετατρέπεται σε ψηφιακή απεικονηση οτι κάνω δηλαδή τωρα. Αυτό βοηθάει όταν θελω να γράψω κατι στον υπολογιστή αλλά δεν ειμαι γρήγορος και έχω χρονικό περιθώριο ) και το Magic Keyboard( που αυτό σε βοηθάει να το κάνεις υπολογιστή. Απο ταχύτητα ειναι φοβερό.",1
"Φοβερό fit με το Apple Pencil για την εργασία (taking notes, annotations, etc.)",1
Το μόνο αρνητικό η διάρκεια μπαταρίας του.,1
"Πολύ καλό προϊόν για επαγγελματική χρήση, σε συνδυασμό με τη γραφίδα!!",1
Καλο .Παρτε το με τα ματια κλειστα.,1
"Το έχω 5 μήνες τώρα και μπορώ να πω, πως μου έχει βγει σκυλί. Η μπαταρία είναι ανθεκτική ακόμη και για δύσκολα πράγματα, οι ταχύτητες ειδικά για ένα ταμπλετ είναι πραγματικά φοβερές, συν του ότι έχει τέσσερα ηχεία με υποστήριξη Dolby atmos που το απογειώνει. Η κάμερα προς έκπληξη μου είναι εξερετική, και έχει μέχρι και λειτουργία σταθεροποιησης. Για ταμπλετ είναι από τα μόνα που πραγματικά αξίζουν για την τιμή που είναι.",1
"λοιπον το έχω 4 και μήνες και είναι απλά τέλειο!! τέλεια ανάλυση οθόνης, ήχου. για την δουλειά που το χρειάζομαι είναι ότι πρέπει",1
"* πολύ μεγάλη διάρκεια μπαταρίας
* γρηγορο στην απόκριση
* δυνατά και με ωραίο ηχο τα ηχεία
* δεν έχει γίνει σοβαρή χρήση κάμερας για να έχω άποψη.",1
"+πολυ μεγαλη διαρκεια μπαταριας
+γρηγορο,πιο γρηγορο και απο το poco x3 nfc που εχω
+δυνατα και με ωραιο ηχο ηχεια

-tft οθονη,εχει αρκετη διαφορα με μια IPS
-πολυ κακες καμερες,οπως ολα τα ταμπλετ,ιδιως αυτης της κατηγοριας",1
πάρα πολύ καλό είναι και πολύ καλό για τηλεκπαίδευση και δεν κολλάει καθόλου και κρατάει και πολύ η μπαταρία .παίζει για τα λεφτά που κάνει και αρκετά καλά βαριά παιχνίδια όπως PUBG χωρίς κολλήματα .τα αρνητικά του είναι ότι θα ήθελα την οθόνη να έχει λίγο πιο έντονα χρώματα αλλά είναι πολύ καλή,1
